obs_no;no;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
1369;27;Puente 2013;;Argentina;-58,22;-32,45;;;79,76;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;NA;NA;;;NA;;14;0;NUE(yield/Nrate);;109,4;;;10,65664694;;;;;;;;;;;79,76;;-58,22;-32,45;246;1,84;5,75;21,73;46,43;;;3434,48;18,47;103,41;43,47
1370;27;Puente 2013;;Argentina;-58,22;-32,45;;;79,76;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;NA;NA;;;NA;;14;0;NUE(yield/Nrate);;114;;;12,87477254;;;;;;;;;;;79,76;;-58,22;-32,45;246;1,84;5,75;21,73;46,43;;;3434,48;18,47;103,41;43,47
1371;27;Puente 2013;;Argentina;-58,22;-32,45;;;79,76;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;NA;NA;;;NA;;14;0;NUE(yield/Nrate);;109,4;;;10,65664694;;;;;;;;;;;79,76;;-58,22;-32,45;246;1,84;5,75;21,73;46,43;;;3434,48;18,47;103,41;43,47
1372;27;Araujo 2015;;Brazil;-54,15;-22,23;;;30;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;279,6;;;29,58607752;;;;;;;;;;;30;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1373;27;Araujo 2015;;Brazil;-54,15;-22,23;;;30;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;272,9;;;28,87310015;;;;;;;;;;;30;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1374;27;Araujo 2015;;Brazil;-54,15;-22,23;;;30;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;267,9;;;28,34937063;;;;;;;;;;;30;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1375;27;Araujo 2015;;Brazil;-54,15;-22,23;;;30;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;272,9;;;28,87310015;;;;;;;;;;;30;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1376;27;Araujo 2015;;Brazil;-54,15;-22,23;;;120;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;72,3;;;7,652300397;;;;;;;;;;;120;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1377;27;Araujo 2015;;Brazil;-54,15;-22,23;;;120;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;74,4;;;7,873573248;;;;;;;;;;;120;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1378;27;Araujo 2015;;Brazil;-54,15;-22,23;;;120;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;72,3;;;7,649863796;;;;;;;;;;;120;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1379;27;Araujo 2015;;Brazil;-54,15;-22,23;;;120;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;clay;3,118;4,82;;;NA;;26,18;49,8;NUE(yield/Nrate);;74,4;;;7,873573248;;;;;;;;;;;120;;-54,15;-22,23;116,5;1,65;5,1;17,48;62,85;;;3379,89;23,47;132,15;34,97
1380;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;46,5;;;6,597219291;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1381;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;46;;;6,519237976;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1382;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;47,9;;;6,784374449;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1383;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;46;;;6,519237976;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1384;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;49,8;;;7,065107184;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1385;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;46;;;6,519237976;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1386;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;50,4;;;7,1430885;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1387;27;Meena 2013;;India;77,2;28,67;;;80;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;46;;;6,519237976;;;;;;;;;;;80;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1388;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;34,9;;;4,948329263;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1389;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;34;;;4,820904475;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1390;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;35,1;;;4,98018546;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1391;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;34;;;4,820904475;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1392;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;35,8;;;5,075754051;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1393;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;34;;;4,820904475;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1394;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;37,6;;;5,330603626;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1395;27;Meena 2013;;India;77,2;28,67;;;80;37,5;;;;;;;;;;;mix;;;;;Paddy;;;;;;;;;;NA;0,89;7,7;;;145,3;;26,18;49,8;NUE(yield/Nrate);;34;;;4,820904475;;;;;;;;;;;117,5;;77,2;28,67;108,21;0,71;6,6;5,94;33,87;;;4529,6;25,4;57,41;11,89
1396;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;25,1;;;0,55;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1397;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1398;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;25,9;;;0,909333333;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1399;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1400;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,3;;;0,088;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1401;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1402;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,8;;;0,638;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1403;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1404;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,6;;;0,953333333;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1405;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1406;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;24,7;;;0,359333333;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1407;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1408;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;26,5;;;0,718666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1409;27;Kumar 2015;;India;82,55;25,38;;;120;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;60;60;NUE(yield/Nrate);;23,3;;;0,674666667;;;;;;;;;;;120;;82,55;25,38;277,5;0,93;7,3;9,1;28,93;;;4197,99;26,55;69,73;18,2
1410;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;48,1;;;7,313204723;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1411;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;47,7;;;7,249626187;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1412;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;48,9;;;7,437015555;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1413;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;47,7;;;7,256318664;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1414;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;44,9;;;6,836365705;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1415;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;46,8;;;7,115776638;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1416;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;42,4;;;6,446528894;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1417;27;Reynders 1982;;Belgium;2,98;51,17;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;clay;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;42,7;;;6,488356878;;;;;;;;;;;80;;2,98;51,17;245,33;3,23;6,33;39,1;29,67;;;1930,17;11,19;65,63;78,2
1418;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;112,2;;;17,06581747;;;;;;;;;;;40;;35,43;32,58;376,5;1,34;7,68;12,52;12,87;;;3762,36;19,91;45,62;25,03
1419;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;101,4;;;15,4261605;;;;;;;;;;;40;;35,43;32,58;376,5;1,34;7,68;12,52;12,87;;;3762,36;19,91;45,62;25,03
1420;27;Kapulnik 1987;;Israel;34,78;31,62;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;57,9;;;8,800607834;;;;;;;;;;;40;;34,78;31,62;214,83;0,95;5,7;10,49;20,17;;;3934,77;20,35;37,31;20,99
1421;27;Kapulnik 1987;;Israel;34,78;31,62;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;62,3;;;9,469855578;;;;;;;;;;;40;;34,78;31,62;214,83;0,95;5,7;10,49;20,17;;;3934,77;20,35;37,31;20,99
1422;27;Kapulnik 1987;;Israel;34,67;31,63;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;58,1;;;8,834070221;;;;;;;;;;;40;;34,67;31,63;229,67;1,72;7,78;17,12;27,35;;;3934,77;20,35;37,31;34,23
1423;27;Kapulnik 1987;;Israel;34,67;31,63;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;61,6;;;9,369468416;;;;;;;;;;;40;;34,67;31,63;229,67;1,72;7,78;17,12;27,35;;;3934,77;20,35;37,31;34,23
1424;27;Kapulnik 1987;;Israel;34,45;31,2;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;59,2;;;9,001382157;;;;;;;;;;;40;;34,45;31,2;209,17;0,84;7,88;8,78;34,05;;;4123,56;20,68;16,52;17,57
1425;27;Kapulnik 1987;;Israel;34,45;31,2;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;57,6;;;8,767145446;;;;;;;;;;;40;;34,45;31,2;209,17;0,84;7,88;8,78;34,05;;;4123,56;20,68;16,52;17,57
1426;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;43,1;;;6,558627891;;;;;;;;;;;40;;35,43;32,58;376,5;1,34;7,68;12,52;12,87;;;3762,36;19,91;45,62;25,03
1427;27;Kapulnik 1987;;Israel;35,43;32,58;;;40;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;42;;;6,391315955;;;;;;;;;;;40;;35,43;32,58;376,5;1,34;7,68;12,52;12,87;;;3762,36;19,91;45,62;25,03
1428;27;Kapulnik 1987;;Israel;34,78;31,62;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;59,8;;;9,101769318;;;;;;;;;;;80;;34,78;31,62;214,83;0,95;5,7;10,49;20,17;;;3934,77;20,35;37,31;20,99
1429;27;Kapulnik 1987;;Israel;34,78;31,62;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;57,3;;;8,716951866;;;;;;;;;;;80;;34,78;31,62;214,83;0,95;5,7;10,49;20,17;;;3934,77;20,35;37,31;20,99
1430;27;Kapulnik 1987;;Israel;34,67;31,63;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;38,6;;;5,872648954;;;;;;;;;;;80;;34,67;31,63;229,67;1,72;7,78;17,12;27,35;;;3934,77;20,35;37,31;34,23
1431;27;Kapulnik 1987;;Israel;34,67;31,63;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;36,4;;;5,538025082;;;;;;;;;;;80;;34,67;31,63;229,67;1,72;7,78;17,12;27,35;;;3934,77;20,35;37,31;34,23
1432;27;Kapulnik 1987;;Israel;34,45;31,2;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;31,9;;;4,852046144;;;;;;;;;;;80;;34,45;31,2;209,17;0,84;7,88;8,78;34,05;;;4123,56;20,68;16,52;17,57
1433;27;Kapulnik 1987;;Israel;34,45;31,2;;;80;0;;;;;;;;;;;mineral;;;;;springwheat;;;;;;;;;;NA;NA;NA;;;NA;;26,18;0;NUE(yield/Nrate);;29,3;;;4,450497498;;;;;;;;;;;80;;34,45;31,2;209,17;0,84;7,88;8,78;34,05;;;4123,56;20,68;16,52;17,57
1434;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;37,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;140,4;;;14,8530226;;;;;;;;;;;37,5;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1435;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;37,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;98,4;;;10,40766925;;;;;;;;;;;37,5;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1436;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;75;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;82,8;;;8,765182949;;;;;;;;;;;75;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1437;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;75;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;71,7;;;7,584688601;;;;;;;;;;;75;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1438;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;112,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;73;;;7,727015066;;;;;;;;;;;112,5;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1439;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;112,5;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;56,1;;;5,935166682;;;;;;;;;;;112,5;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1440;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;150;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;47,2;;;4,9995947;;;;;;;;;;;150;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1441;27;Davaran-Hagh 2015;;Iran;46,28;38,08;;;150;0;;;;;;;;;;;mineral;;;;;maize;;;;;;;;;;NA;NA;NA;;;NA;;0;0;NUE(yield/Nrate);;43,9;;;4,642330029;;;;;;;;;;;150;;46,28;38,08;208,48;1,49;7,58;8,77;30,43;;;3150,57;10,95;29,29;17,53
1442;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;32,3;;;4,574903843;;;;;;;;;;;120;;76,95;10,48;188,83;1,67;5,7;20,85;39,1;;;3902,87;25,71;166,56;41,7
1443;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120;;76,95;10,48;188,83;1,67;5,7;20,85;39,1;;;3902,87;25,71;166,56;41,7
1444;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;31,5;;;4,470928755;;;;;;;;;;;120;;76,95;10,48;188,83;1,67;5,7;20,85;39,1;;;3902,87;25,71;166,56;41,7
1445;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120;;76,95;10,48;188,83;1,67;5,7;20,85;39,1;;;3902,87;25,71;166,56;41,7
1446;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;30,8;;;4,366953668;;;;;;;;;;;120;;76,95;10,48;188,83;1,67;5,7;20,85;39,1;;;3902,87;25,71;166,56;41,7
1447;27;Nandakumar 2001;;India;76,95;10,48;;;120;0;;;;;;;;;;;mineral;;;;;Paddy;;;;;;;;;;sandy loam;0,55;8,5;;;#VERW!;;38;38;NUE(yield/Nrate);;27,1;;;3,847078231;;;;;;;;;;;120;;76,95;10,48;188,83;1,67;5,7;20,85;39,1;;;3902,87;25,71;166,56;41,7
