obs_no;no,;paper;title;country;X;Y;year;growth_season;N_fert_min;N_fert_man;N_fix;N_dep_image;N_dep_emep;N_cs;N_spm;N_min;N_hc;N_res;N_place;N_place_depth;N_source;N_time_splits;N_timing1;N_timing2;N_timing3;crop_type;rotation;mn_prec;Prec_avg_crop_gr;Prec_var;tot_prec_crop_gr;Temp_avg_cp_season;ET_avg_gr;irrigation;Depth ;Texture;SOM ;pH;clay;CaCo3 ;N_av_soil ;Total_N ;P_dose;K_dose;ind_type;ind_unit;NUE_value;se_NUE;LSD_NUE;sd_NUE;N_up_fert;LSD_fertup;sd_fertup;se_fertup;n_rep_t;N_up_unfert;LSD_unfertup;sd_unfertup;se_unfertup;n_rep_c;N_appl;n_dose_env;XCEC;xnit;XPH;XSOC;XSAND;XSILT;XCLAY;LATNR;LONNR;pot_eva;mn_temp;prec_mn;xsom
1744;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;19,2;;;0,22;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1745;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;17,6;;;1,76;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1746;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;20,4;;;1,672;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1747;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;16,4;;;2,244;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1748;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;17,8;;;0,88;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1749;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;17,6;;;0,176;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1750;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;19,9;;;4,884;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1751;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;soybean;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;19,1;;;3,96;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1752;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;3,2;;;0,952;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1753;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;1,9;;;0,536;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1754;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;3,2;;;0,048;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1755;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;1,9;;;0,192;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1756;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;1,8;;;0,552;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1757;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;1,5;;;0,88;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1758;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;1,9;;;0,032;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1759;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;1,1;;;0,112;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1760;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;2,8;;;0,328;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1761;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;0;0;NUE(yield/Nrate);;1,8;;;0,456;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1762;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;3,1;;;0,144;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1763;27;Ortas 2012;;Turkey;35,36;37,02;;;200;0;;;;;;;;;;;mineral;;;;;garlic;;;;;;;;;;clay loam;0,15;7,56;;;NA;;43,64;0;NUE(yield/Nrate);;1,9;;;0,568;;;;;;;;;;;200;;35,36;37,02;225,74;1,38;6,28;18,82;23,80;33,53;33,24;3412,93;18,97;71,29;37,64
1764;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;0;332;NUE(yield/Nrate);;3,5;;;0,387994357;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1765;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;0;332;NUE(yield/Nrate);;2,8;;;0,317051823;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1766;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;60;332;NUE(yield/Nrate);;3,5;;;0,391497693;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1767;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;60;332;NUE(yield/Nrate);;2,6;;;0,29077681;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1768;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;120;332;NUE(yield/Nrate);;3,7;;;0,418648539;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1769;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;120;332;NUE(yield/Nrate);;2,8;;;0,317051823;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1770;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;0;332;NUE(yield/Nrate);;3,3;;;0,368726015;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1771;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;0;332;NUE(yield/Nrate);;3,0;;;0,336320165;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1772;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;60;332;NUE(yield/Nrate);;3,4;;;0,380987687;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1773;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;60;332;NUE(yield/Nrate);;2,9;;;0,326685994;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1774;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;120;332;NUE(yield/Nrate);;3,7;;;0,408138534;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1775;27;Conversa 2012;;Italy;15,57;41,47;;;250;0;;;;;;;;;;;mineral;;;;;tomato;;;;;;;;;;silty clay;1,8;7,72;;;NA;;120;332;NUE(yield/Nrate);;3,1;;;0,342451002;;;;;;;;;;;250;;15,57;41,47;209,87;1,74;6,75;20,12;19,09;38,39;32,22;3108,05;15,87;48,72;40,23
1776;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;91,1;;;5,048294203;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1777;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1778;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;94,8;;;5,25061599;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1779;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1780;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;62,6;;;3,466284093;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1781;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1782;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;85,2;;;4,7192166;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1783;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1784;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;74,1;;;4,107376018;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1785;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1786;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;65,5;;;3,627166477;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1787;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1788;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;58,3;;;3,232273353;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1789;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1790;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;78,8;;;4,365762877;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1791;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1792;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;69,3;;;3,841676323;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1793;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;73,8;;;4,090312735;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1794;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;103,4;;;5,728387918;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1795;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1796;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;102,1;;;5,655259562;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1797;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1798;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;95,5;;;5,28961778;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1799;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1800;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;101,9;;;5,643071502;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1801;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1802;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;94,9;;;5,257928825;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1803;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1804;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;95,7;;;5,301805839;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1805;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1806;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;90,0;;;4,984916295;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1807;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1808;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;86,0;;;4,765531225;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1809;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1810;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;85,6;;;4,741155107;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1811;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;82,4;;;4,563209439;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1812;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;83,6;;;4,631462572;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1813;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;85,3;;;4,724091823;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1814;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;84,3;;;4,672901974;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1815;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;85,3;;;4,724091823;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1816;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;96,4;;;5,343245241;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1817;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;85,3;;;4,724091823;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1818;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;100,7;;;5,577255981;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1819;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;85,3;;;4,724091823;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
1820;27;Dey 2004;;India;70,43;21,48;;;20;0;;;;;;;;;;;mineral;;;;;peanut;;;;;;;;;;NA;0,894;7,9;;;NA;;17,46;0;NUE(yield/Nrate);;104,1;;;5,767389708;;;;;;;;;;;20;;70,43;21,48;197,17;0,96;7,08;8,08;40,65;33,77;25,60;4726,44;26,67;63,54;16,17
